Unique ID	Parent ID	taxonomy type	Name	Tier 1	Tier 2	Tier 3	condensed_name_full
1000	1000.0	adproduct	Ad Safety Risk	Ad Safety Risk			Ad Safety Risk | Ad Safety Risk |
1001		adproduct	Adult Products and Services	Adult Products and Services			Adult Products and Services | Adult Products and Services |
1002		adproduct	Alcohol	Alcohol			Alcohol | Alcohol |
1003	1002.0	adproduct	Bars	Alcohol	Bars		Bars | Alcohol | Bars
1004	1002.0	adproduct	Beer	Alcohol	Beer		Beer | Alcohol | Beer
1005	1002.0	adproduct	Hard Sodas, Seltzers, Alco Pops	Alcohol	Hard Sodas, Seltzers, Alco Pops		Hard Sodas, Seltzers, Alco Pops | Alcohol | Hard Sodas, Seltzers, Alco Pops
1006	1002.0	adproduct	Spirits	Alcohol	Spirits		Spirits | Alcohol | Spirits
1007	1002.0	adproduct	Wine	Alcohol	Wine		Wine | Alcohol | Wine
1008		adproduct	Culture and Fine Arts	Culture and Fine Arts			Culture and Fine Arts | Culture and Fine Arts |
1009	1008.0	adproduct	Museums and Galleries	Culture and Fine Arts	Museums and Galleries		Museums and Galleries | Culture and Fine Arts | Museums and Galleries
1010		adproduct	Business and Industrial	Business and Industrial			Business and Industrial | Business and Industrial |
1011	1010.0	adproduct	Advertising and Marketing	Business and Industrial	Advertising and Marketing		Advertising and Marketing | Business and Industrial | Advertising and Marketing
1012	1010.0	adproduct	Business Services	Business and Industrial	Business Services		Business Services | Business and Industrial | Business Services
1013	1012.0	adproduct	Consulting	Business and Industrial	Business Services	Consulting	Consulting | Business and Industrial | Business Services | Consulting
1014	1012.0	adproduct	Employee Expense and Time Tracking Services	Business and Industrial	Business Services	Employee Expense and Time Tracking Services	Employee Expense and Time Tracking Services | Business and Industrial | Business Services | Employee Expense and Time Tracking Services
1015	1012.0	adproduct	Event Planning	Business and Industrial	Business Services	Event Planning	Event Planning | Business and Industrial | Business Services | Event Planning
1016	1012.0	adproduct	Human Resources and Recruiting	Business and Industrial	Business Services	Human Resources and Recruiting	Human Resources and Recruiting | Business and Industrial | Business Services | Human Resources and Recruiting
1017	1012.0	adproduct	Information Technology Services	Business and Industrial	Business Services	Information Technology Services	Information Technology Services | Business and Industrial | Business Services | Information Technology Services
1018	1012.0	adproduct	Laundry and Dry Cleaning Services	Business and Industrial	Business Services	Laundry and Dry Cleaning Services	Laundry and Dry Cleaning Services | Business and Industrial | Business Services | Laundry and Dry Cleaning Services
1019	1012.0	adproduct	Logistics and Delivery	Business and Industrial	Business Services	Logistics and Delivery	Logistics and Delivery | Business and Industrial | Business Services | Logistics and Delivery
1020	1012.0	adproduct	Office Equipment and Supplies	Business and Industrial	Business Services	Office Equipment and Supplies	Office Equipment and Supplies | Business and Industrial | Business Services | Office Equipment and Supplies
1021	1012.0	adproduct	Photographers	Business and Industrial	Business Services	Photographers	Photographers | Business and Industrial | Business Services | Photographers
1022	1012.0	adproduct	Printing/Fax/WiFi Services	Business and Industrial	Business Services	Printing/Fax/WiFi Services	Printing/Fax/WiFi Services | Business and Industrial | Business Services | Printing/Fax/WiFi Services
1023	1012.0	adproduct	Public Relations and Strategic Communication	Business and Industrial	Business Services	Public Relations and Strategic Communication	Public Relations and Strategic Communication | Business and Industrial | Business Services | Public Relations and Strategic Communication
1024	1012.0	adproduct	Security and Protection	Business and Industrial	Business Services	Security and Protection	Security and Protection | Business and Industrial | Business Services | Security and Protection
1025	1012.0	adproduct	Storage Facilities	Business and Industrial	Business Services	Storage Facilities	Storage Facilities | Business and Industrial | Business Services | Storage Facilities
1026	1012.0	adproduct	Telecom Services	Business and Industrial	Business Services	Telecom Services	Telecom Services | Business and Industrial | Business Services | Telecom Services
1027	1012.0	adproduct	Web Hosting and Cloud Computing	Business and Industrial	Business Services	Web Hosting and Cloud Computing	Web Hosting and Cloud Computing | Business and Industrial | Business Services | Web Hosting and Cloud Computing
1028	1010.0	adproduct	Construction	Business and Industrial	Construction		Construction | Business and Industrial | Construction
1029	1010.0	adproduct	Energy Industry	Business and Industrial	Energy Industry		Energy Industry | Business and Industrial | Energy Industry
1030	1029.0	adproduct	Electric Power Industry	Business and Industrial	Energy Industry	Electric Power Industry	Electric Power Industry | Business and Industrial | Energy Industry | Electric Power Industry
1031	1029.0	adproduct	Energy Services	Business and Industrial	Energy Industry	Energy Services	Energy Services | Business and Industrial | Energy Industry | Energy Services
1032	1029.0	adproduct	Green Energy	Business and Industrial	Energy Industry	Green Energy	Green Energy | Business and Industrial | Energy Industry | Green Energy
1033	1029.0	adproduct	Oil, Gas and Consumable Fuels	Business and Industrial	Energy Industry	Oil, Gas and Consumable Fuels	Oil, Gas and Consumable Fuels | Business and Industrial | Energy Industry | Oil, Gas and Consumable Fuels
1034	1010.0	adproduct	Forestry and Logging	Business and Industrial	Forestry and Logging		Forestry and Logging | Business and Industrial | Forestry and Logging
1035	1010.0	adproduct	Industrial Storage	Business and Industrial	Industrial Storage		Industrial Storage | Business and Industrial | Industrial Storage
1036	1010.0	adproduct	Industrials	Business and Industrial	Industrials		Industrials | Business and Industrial | Industrials
1037	1037.0	adproduct	Aerospace and Defense	Business and Industrial	Industrials	Aerospace and Defense	Aerospace and Defense | Business and Industrial | Industrials | Aerospace and Defense
1038	1037.0	adproduct	Construction and Engineering	Business and Industrial	Industrials	Construction and Engineering	Construction and Engineering | Business and Industrial | Industrials | Construction and Engineering
1039	1037.0	adproduct	Industrial Conglomerates	Business and Industrial	Industrials	Industrial Conglomerates	Industrial Conglomerates | Business and Industrial | Industrials | Industrial Conglomerates
1040	1037.0	adproduct	Trading Companies and Distributors	Business and Industrial	Industrials	Trading Companies and Distributors	Trading Companies and Distributors | Business and Industrial | Industrials | Trading Companies and Distributors
1041	1037.0	adproduct	Transportation	Business and Industrial	Industrials	Transportation	Transportation | Business and Industrial | Industrials | Transportation
1042	1010.0	adproduct	Manufacturing	Business and Industrial	Manufacturing		Manufacturing | Business and Industrial | Manufacturing
1043	1010.0	adproduct	Medical and Biotechnology	Business and Industrial	Medical and Biotechnology		Medical and Biotechnology | Business and Industrial | Medical and Biotechnology
1044	1010.0	adproduct	Mining and Quarrying	Business and Industrial	Mining and Quarrying		Mining and Quarrying | Business and Industrial | Mining and Quarrying
1045	1010.0	adproduct	Science and Laboratory	Business and Industrial	Science and Laboratory		Science and Laboratory | Business and Industrial | Science and Laboratory
1046	1010.0	adproduct	Signage	Business and Industrial	Signage		Signage | Business and Industrial | Signage
1047	1010.0	adproduct	Small Business	Business and Industrial	Small Business		Small Business | Business and Industrial | Small Business
1048	1010.0	adproduct	Waste Disposal and Recycling	Business and Industrial	Waste Disposal and Recycling		Waste Disposal and Recycling | Business and Industrial | Waste Disposal and Recycling
1049		adproduct	Cannabis	Cannabis			Cannabis | Cannabis |
1050	1049.0	adproduct	Cannabis Consumables	Cannabis	Cannabis Consumables		Cannabis Consumables | Cannabis | Cannabis Consumables
1051	1050.0	adproduct	Cannabis Drinks	Cannabis	Cannabis Consumables	Cannabis Drinks	Cannabis Drinks | Cannabis | Cannabis Consumables | Cannabis Drinks
1052	1050.0	adproduct	Cannabis Edibles	Cannabis	Cannabis Consumables	Cannabis Edibles	Cannabis Edibles | Cannabis | Cannabis Consumables | Cannabis Edibles
1053	1049.0	adproduct	Cannabis Equipment	Cannabis	Cannabis Equipment		Cannabis Equipment | Cannabis | Cannabis Equipment
1054	1049.0	adproduct	Cannabis Stores	Cannabis	Cannabis Stores		Cannabis Stores | Cannabis | Cannabis Stores
1055	1049.0	adproduct	Cannabis Stocks	Cannabis	Cannabis Stocks		Cannabis Stocks | Cannabis | Cannabis Stocks
1056	1049.0	adproduct	CBD Consumables	Cannabis	CBD Consumables		CBD Consumables | Cannabis | CBD Consumables
1057	1049.0	adproduct	CBD Topicals	Cannabis	CBD Topicals		CBD Topicals | Cannabis | CBD Topicals
1058		adproduct	Clothing and Accessories	Clothing and Accessories			Clothing and Accessories | Clothing and Accessories |
1059	1058.0	adproduct	Clothing	Clothing and Accessories	Clothing		Clothing | Clothing and Accessories | Clothing
1060	1059.0	adproduct	Children's Clothing	Clothing and Accessories	Clothing	Children's Clothing	Children's Clothing | Clothing and Accessories | Clothing | Children's Clothing
1061	1059.0	adproduct	Maternity Clothing	Clothing and Accessories	Clothing	Maternity Clothing	Maternity Clothing | Clothing and Accessories | Clothing | Maternity Clothing
1062	1059.0	adproduct	Men's Clothing	Clothing and Accessories	Clothing	Men's Clothing	Men's Clothing | Clothing and Accessories | Clothing | Men's Clothing
1063	1059.0	adproduct	Sportswear	Clothing and Accessories	Clothing	Sportswear	Sportswear | Clothing and Accessories | Clothing | Sportswear
1064	1059.0	adproduct	Swimwear	Clothing and Accessories	Clothing	Swimwear	Swimwear | Clothing and Accessories | Clothing | Swimwear
1065	1059.0	adproduct	Underwear and Lingerie	Clothing and Accessories	Clothing	Underwear and Lingerie	Underwear and Lingerie | Clothing and Accessories | Clothing | Underwear and Lingerie
1066	1059.0	adproduct	Wedding Dresses/Bridal Wear/Tuxedos	Clothing and Accessories	Clothing	Wedding Dresses/Bridal Wear/Tuxedos	Wedding Dresses/Bridal Wear/Tuxedos | Clothing and Accessories | Clothing | Wedding Dresses/Bridal Wear/Tuxedos
1067	1059.0	adproduct	Women's Clothing	Clothing and Accessories	Clothing	Women's Clothing	Women's Clothing | Clothing and Accessories | Clothing | Women's Clothing
1068	1058.0	adproduct	Clothing Accessories	Clothing and Accessories	Clothing Accessories		Clothing Accessories | Clothing and Accessories | Clothing Accessories
1069	1058.0	adproduct	Costumes and Accessories	Clothing and Accessories	Costumes and Accessories		Costumes and Accessories | Clothing and Accessories | Costumes and Accessories
1070	1058.0	adproduct	Footwear	Clothing and Accessories	Footwear		Footwear | Clothing and Accessories | Footwear
1071	1058.0	adproduct	Footwear Accessories	Clothing and Accessories	Footwear Accessories		Footwear Accessories | Clothing and Accessories | Footwear Accessories
1072	1058.0	adproduct	Handbags and Wallets	Clothing and Accessories	Handbags and Wallets		Handbags and Wallets | Clothing and Accessories | Handbags and Wallets
1073	1058.0	adproduct	Jewelry and Watches	Clothing and Accessories	Jewelry and Watches		Jewelry and Watches | Clothing and Accessories | Jewelry and Watches
1074	1058.0	adproduct	Sunglasses	Clothing and Accessories	Sunglasses		Sunglasses | Clothing and Accessories | Sunglasses
1075		adproduct	Collectables and Antiques	Collectables and Antiques			Collectables and Antiques | Collectables and Antiques |
1076	1075.0	adproduct	Antiques	Collectables and Antiques	Antiques		Antiques | Collectables and Antiques | Antiques
1077	1075.0	adproduct	Coins and Paper Money	Collectables and Antiques	Coins and Paper Money		Coins and Paper Money | Collectables and Antiques | Coins and Paper Money
1078	1075.0	adproduct	Collectibles	Collectables and Antiques	Collectibles		Collectibles | Collectables and Antiques | Collectibles
1079	1075.0	adproduct	Entertainment Memorabilia	Collectables and Antiques	Entertainment Memorabilia		Entertainment Memorabilia | Collectables and Antiques | Entertainment Memorabilia
1080	1075.0	adproduct	Sports Memorabilia and Trading Cards	Collectables and Antiques	Sports Memorabilia and Trading Cards		Sports Memorabilia and Trading Cards | Collectables and Antiques | Sports Memorabilia and Trading Cards
1081	1075.0	adproduct	Stamps	Collectables and Antiques	Stamps		Stamps | Collectables and Antiques | Stamps
1082		adproduct	Computer Software	Computer Software			Computer Software | Computer Software |
1083	1082.0	adproduct	Browser Extensions	Computer Software	Browser Extensions		Browser Extensions | Computer Software | Browser Extensions
1084	1082.0	adproduct	Downloadable Utilities	Computer Software	Downloadable Utilities		Downloadable Utilities | Computer Software | Downloadable Utilities
1085	1082.0	adproduct	Enterprise Computer Software	Computer Software	Enterprise Computer Software		Enterprise Computer Software | Computer Software | Enterprise Computer Software
1086	1082.0	adproduct	Personal Computer Software	Computer Software	Personal Computer Software		Personal Computer Software | Computer Software | Personal Computer Software
1087	1082.0	adproduct	Toolbars	Computer Software	Toolbars		Toolbars | Computer Software | Toolbars
1088		adproduct	Cosmetic Services	Cosmetic Services			Cosmetic Services | Cosmetic Services |
1089	1088.0	adproduct	Beauty Salons	Cosmetic Services	Beauty Salons		Beauty Salons | Cosmetic Services | Beauty Salons
1090	1088.0	adproduct	Hair Salons	Cosmetic Services	Hair Salons		Hair Salons | Cosmetic Services | Hair Salons
1091	1088.0	adproduct	Hair Removal	Cosmetic Services	Hair Removal		Hair Removal | Cosmetic Services | Hair Removal
1092	1088.0	adproduct	Hair Restoration	Cosmetic Services	Hair Restoration		Hair Restoration | Cosmetic Services | Hair Restoration
1093	1088.0	adproduct	Nail Salons	Cosmetic Services	Nail Salons		Nail Salons | Cosmetic Services | Nail Salons
1094	1088.0	adproduct	Med Spas	Cosmetic Services	Med Spas		Med Spas | Cosmetic Services | Med Spas
1095	1088.0	adproduct	Piercing and Tattooing	Cosmetic Services	Piercing and Tattooing		Piercing and Tattooing | Cosmetic Services | Piercing and Tattooing
1096	1088.0	adproduct	Tanning Salons	Cosmetic Services	Tanning Salons		Tanning Salons | Cosmetic Services | Tanning Salons
1097		adproduct	Consumer Electronics	Consumer Electronics			Consumer Electronics | Consumer Electronics |
1098	1097.0	adproduct	Arcade Equipment	Consumer Electronics	Arcade Equipment		Arcade Equipment | Consumer Electronics | Arcade Equipment
1099	1097.0	adproduct	Camcorders	Consumer Electronics	Camcorders		Camcorders | Consumer Electronics | Camcorders
1100	1097.0	adproduct	Cameras and Photo	Consumer Electronics	Cameras and Photo		Cameras and Photo | Consumer Electronics | Cameras and Photo
1101	1100.0	adproduct	Camera and Photo Accessories	Consumer Electronics	Cameras and Photo	Camera and Photo Accessories	Camera and Photo Accessories | Consumer Electronics | Cameras and Photo | Camera and Photo Accessories
1102	1100.0	adproduct	Cameras	Consumer Electronics	Cameras and Photo	Cameras	Cameras | Consumer Electronics | Cameras and Photo | Cameras
1103	1100.0	adproduct	Photo Applications	Consumer Electronics	Cameras and Photo	Photo Applications	Photo Applications | Consumer Electronics | Cameras and Photo | Photo Applications
1104	1097.0	adproduct	Circuit Boards and Components	Consumer Electronics	Circuit Boards and Components		Circuit Boards and Components | Consumer Electronics | Circuit Boards and Components
1105	1097.0	adproduct	Communications Electronics	Consumer Electronics	Communications Electronics		Communications Electronics | Consumer Electronics | Communications Electronics
1106	1097.0	adproduct	Computers	Consumer Electronics	Computers		Computers | Consumer Electronics | Computers
1107	1106.0	adproduct	Laptops	Consumer Electronics	Computers	Laptops	Laptops | Consumer Electronics | Computers | Laptops
1108	1106.0	adproduct	Desktops	Consumer Electronics	Computers	Desktops	Desktops | Consumer Electronics | Computers | Desktops
1109	1097.0	adproduct	E-Readers	Consumer Electronics	E-Readers		E-Readers | Consumer Electronics | E-Readers
1110	1097.0	adproduct	Electronics Accessories	Consumer Electronics	Electronics Accessories		Electronics Accessories | Consumer Electronics | Electronics Accessories
1111	1097.0	adproduct	Headphones	Consumer Electronics	Headphones		Headphones | Consumer Electronics | Headphones
1112	1097.0	adproduct	Home Theater Systems	Consumer Electronics	Home Theater Systems		Home Theater Systems | Consumer Electronics | Home Theater Systems
1113	1097.0	adproduct	Marine Electronics	Consumer Electronics	Marine Electronics		Marine Electronics | Consumer Electronics | Marine Electronics
1114	1097.0	adproduct	Mobile Phones and Accessories	Consumer Electronics	Mobile Phones and Accessories		Mobile Phones and Accessories | Consumer Electronics | Mobile Phones and Accessories
1115	1097.0	adproduct	Networking	Consumer Electronics	Networking		Networking | Consumer Electronics | Networking
1116	1097.0	adproduct	Printers/Copiers/Scanners/Fax	Consumer Electronics	Printers/Copiers/Scanners/Fax		Printers/Copiers/Scanners/Fax | Consumer Electronics | Printers/Copiers/Scanners/Fax
1117	1097.0	adproduct	Security Devices	Consumer Electronics	Security Devices		Security Devices | Consumer Electronics | Security Devices
1118	1097.0	adproduct	Tablets	Consumer Electronics	Tablets		Tablets | Consumer Electronics | Tablets
1119	1097.0	adproduct	Televisions	Consumer Electronics	Televisions		Televisions | Consumer Electronics | Televisions
1120	1097.0	adproduct	Video Games 	Consumer Electronics	Video Games		Video Games  | Consumer Electronics | Video Games
1121	1097.0	adproduct	Video Games and Consoles	Consumer Electronics	Video Game Consoles		Video Games and Consoles | Consumer Electronics | Video Game Consoles
1122	1097.0	adproduct	Video Game Console Accessories	Consumer Electronics	Video Game Console Accessories		Video Game Console Accessories | Consumer Electronics | Video Game Console Accessories
1123		adproduct	Consumer Packaged Goods	Consumer Packaged Goods			Consumer Packaged Goods | Consumer Packaged Goods |
1124	1123.0	adproduct	Baby and Toddler Products	Consumer Packaged Goods	Baby and Toddler Products		Baby and Toddler Products | Consumer Packaged Goods | Baby and Toddler Products
1125	1124.0	adproduct	Diapers	Consumer Packaged Goods	Baby and Toddler Products	Diapers	Diapers | Consumer Packaged Goods | Baby and Toddler Products | Diapers
1126	1124.0	adproduct	Nursing and Feeding Products	Consumer Packaged Goods	Baby and Toddler Products	Nursing and Feeding Products	Nursing and Feeding Products | Consumer Packaged Goods | Baby and Toddler Products | Nursing and Feeding Products
1127	1123.0	adproduct	Back to School Supplies	Consumer Packaged Goods	Back to School Supplies		Back to School Supplies | Consumer Packaged Goods | Back to School Supplies
1128	1123.0	adproduct	Barbeque	Consumer Packaged Goods	Barbeque		Barbeque | Consumer Packaged Goods | Barbeque
1129	1128.0	adproduct	Charcoal	Consumer Packaged Goods	Barbeque	Charcoal	Charcoal | Consumer Packaged Goods | Barbeque | Charcoal
1130	1128.0	adproduct	Charcoal Lighter Fluids	Consumer Packaged Goods	Barbeque	Charcoal Lighter Fluids	Charcoal Lighter Fluids | Consumer Packaged Goods | Barbeque | Charcoal Lighter Fluids
1131	1123.0	adproduct	Beverages	Consumer Packaged Goods	Beverages		Beverages | Consumer Packaged Goods | Beverages
1132	1131.0	adproduct	Carbonated Soft Drinks	Consumer Packaged Goods	Beverages	Carbonated Soft Drinks	Carbonated Soft Drinks | Consumer Packaged Goods | Beverages | Carbonated Soft Drinks
1133	1131.0	adproduct	Coffee and Tea	Consumer Packaged Goods	Beverages	Coffee and Tea	Coffee and Tea | Consumer Packaged Goods | Beverages | Coffee and Tea
1134	1131.0	adproduct	Drink Mixes	Consumer Packaged Goods	Beverages	Drink Mixes	Drink Mixes | Consumer Packaged Goods | Beverages | Drink Mixes
1135	1131.0	adproduct	Juices	Consumer Packaged Goods	Beverages	Juices	Juices | Consumer Packaged Goods | Beverages | Juices
1136	1131.0	adproduct	Sports/Energy Drinks	Consumer Packaged Goods	Beverages	Sports/Energy Drinks	Sports/Energy Drinks | Consumer Packaged Goods | Beverages | Sports/Energy Drinks
1137	1131.0	adproduct	Water	Consumer Packaged Goods	Beverages	Water	Water | Consumer Packaged Goods | Beverages | Water
1138	1123.0	adproduct	Cosmetics	Consumer Packaged Goods	Cosmetics		Cosmetics | Consumer Packaged Goods | Cosmetics
1139	1138.0	adproduct	Cosmetics Accessories	Consumer Packaged Goods	Cosmetics	Cosmetics Accessories	Cosmetics Accessories | Consumer Packaged Goods | Cosmetics | Cosmetics Accessories
1140	1138.0	adproduct	Cosmetics-Nail	Consumer Packaged Goods	Cosmetics	Cosmetics-Nail	Cosmetics-Nail | Consumer Packaged Goods | Cosmetics | Cosmetics-Nail
1141	1138.0	adproduct	Eye	Consumer Packaged Goods	Cosmetics	Eye	Eye | Consumer Packaged Goods | Cosmetics | Eye
1142	1138.0	adproduct	Facial	Consumer Packaged Goods	Cosmetics	Facial	Facial | Consumer Packaged Goods | Cosmetics | Facial
1143	1138.0	adproduct	Lip	Consumer Packaged Goods	Cosmetics	Lip	Lip | Consumer Packaged Goods | Cosmetics | Lip
1144	1138.0	adproduct	Storage	Consumer Packaged Goods	Cosmetics	Storage	Storage | Consumer Packaged Goods | Cosmetics | Storage
1145	1123.0	adproduct	Disposable Tableware	Consumer Packaged Goods	Disposable Tableware		Disposable Tableware | Consumer Packaged Goods | Disposable Tableware
1146	1145.0	adproduct	Cups and Plates	Consumer Packaged Goods	Disposable Tableware	Cups and Plates	Cups and Plates | Consumer Packaged Goods | Disposable Tableware | Cups and Plates
1147	1145.0	adproduct	Disposable Tableware	Consumer Packaged Goods	Disposable Tableware	Disposable Tableware	Disposable Tableware | Consumer Packaged Goods | Disposable Tableware | Disposable Tableware
1148	1123.0	adproduct	Foils, Wraps, and Bags	Consumer Packaged Goods	Foils, Wraps, and Bags		Foils, Wraps, and Bags | Consumer Packaged Goods | Foils, Wraps, and Bags
1149	1148.0	adproduct	Foil Pans	Consumer Packaged Goods	Foils, Wraps, and Bags	Foil Pans	Foil Pans | Consumer Packaged Goods | Foils, Wraps, and Bags | Foil Pans
1150	1148.0	adproduct	Foils and Wraps	Consumer Packaged Goods	Foils, Wraps, and Bags	Foils and Wraps	Foils and Wraps | Consumer Packaged Goods | Foils, Wraps, and Bags | Foils and Wraps
1151	1148.0	adproduct	Food and Trash Bags	Consumer Packaged Goods	Foils, Wraps, and Bags	Food and Trash Bags	Food and Trash Bags | Consumer Packaged Goods | Foils, Wraps, and Bags | Food and Trash Bags
1152	1123.0	adproduct	Fragrance	Consumer Packaged Goods	Fragrance		Fragrance | Consumer Packaged Goods | Fragrance
1153	1152.0	adproduct	Fragrances - Women's	Consumer Packaged Goods	Fragrance	Fragrances - Women's	Fragrances - Women's | Consumer Packaged Goods | Fragrance | Fragrances - Women's
1154	1152.0	adproduct	Shaving Lotion/Men's Fragrance	Consumer Packaged Goods	Fragrance	Shaving Lotion/Men's Fragrance	Shaving Lotion/Men's Fragrance | Consumer Packaged Goods | Fragrance | Shaving Lotion/Men's Fragrance
1155	1123.0	adproduct	Frozen	Consumer Packaged Goods	Frozen		Frozen | Consumer Packaged Goods | Frozen
1156	1155.0	adproduct	Frozen Baked Goods	Consumer Packaged Goods	Frozen	Frozen Baked Goods	Frozen Baked Goods | Consumer Packaged Goods | Frozen | Frozen Baked Goods
1157	1155.0	adproduct	Frozen Beverages	Consumer Packaged Goods	Frozen	Frozen Beverages	Frozen Beverages | Consumer Packaged Goods | Frozen | Frozen Beverages
1158	1155.0	adproduct	Frozen Desserts	Consumer Packaged Goods	Frozen	Frozen Desserts	Frozen Desserts | Consumer Packaged Goods | Frozen | Frozen Desserts
1159	1155.0	adproduct	Frozen Fruits and Vegetables	Consumer Packaged Goods	Frozen	Frozen Fruits and Vegetables	Frozen Fruits and Vegetables | Consumer Packaged Goods | Frozen | Frozen Fruits and Vegetables
1160	1155.0	adproduct	Frozen Juices	Consumer Packaged Goods	Frozen	Frozen Juices	Frozen Juices | Consumer Packaged Goods | Frozen | Frozen Juices
1161	1155.0	adproduct	Frozen Meals	Consumer Packaged Goods	Frozen	Frozen Meals	Frozen Meals | Consumer Packaged Goods | Frozen | Frozen Meals
1162	1155.0	adproduct	Frozen Meat/Poultry/Seafood	Consumer Packaged Goods	Frozen	Frozen Meat/Poultry/Seafood	Frozen Meat/Poultry/Seafood | Consumer Packaged Goods | Frozen | Frozen Meat/Poultry/Seafood
1163	1155.0	adproduct	Frozen Snacks	Consumer Packaged Goods	Frozen	Frozen Snacks	Frozen Snacks | Consumer Packaged Goods | Frozen | Frozen Snacks
1164	1155.0	adproduct	Other Frozen	Consumer Packaged Goods	Frozen	Other Frozen	Other Frozen | Consumer Packaged Goods | Frozen | Other Frozen
1165	1123.0	adproduct	General Food	Consumer Packaged Goods	General Food		General Food | Consumer Packaged Goods | General Food
1166	1165.0	adproduct	Baby Food	Consumer Packaged Goods	General Food	Baby Food	Baby Food | Consumer Packaged Goods | General Food | Baby Food
1167	1165.0	adproduct	Bakery	Consumer Packaged Goods	General Food	Bakery	Bakery | Consumer Packaged Goods | General Food | Bakery
1168	1165.0	adproduct	Baking	Consumer Packaged Goods	General Food	Baking	Baking | Consumer Packaged Goods | General Food | Baking
1169	1165.0	adproduct	Breakfast	Consumer Packaged Goods	General Food	Breakfast	Breakfast | Consumer Packaged Goods | General Food | Breakfast
1170	1165.0	adproduct	Candy	Consumer Packaged Goods	General Food	Candy	Candy | Consumer Packaged Goods | General Food | Candy
1171	1165.0	adproduct	Condiments and Sauces	Consumer Packaged Goods	General Food	Condiments and Sauces	Condiments and Sauces | Consumer Packaged Goods | General Food | Condiments and Sauces
1172	1165.0	adproduct	Cookies and Crackers	Consumer Packaged Goods	General Food	Cookies and Crackers	Cookies and Crackers | Consumer Packaged Goods | General Food | Cookies and Crackers
1173	1165.0	adproduct	Fruit	Consumer Packaged Goods	General Food	Fruit	Fruit | Consumer Packaged Goods | General Food | Fruit
1174	1165.0	adproduct	Meals	Consumer Packaged Goods	General Food	Meals	Meals | Consumer Packaged Goods | General Food | Meals
1175	1165.0	adproduct	Snacks	Consumer Packaged Goods	General Food	Snacks	Snacks | Consumer Packaged Goods | General Food | Snacks
1176	1165.0	adproduct	Vegetables	Consumer Packaged Goods	General Food	Vegetables	Vegetables | Consumer Packaged Goods | General Food | Vegetables
1177	1123.0	adproduct	General Merchandise	Consumer Packaged Goods	General Merchandise		General Merchandise | Consumer Packaged Goods | General Merchandise
1178	1123.0	adproduct	Grooming Supplies	Consumer Packaged Goods	Grooming Supplies		Grooming Supplies | Consumer Packaged Goods | Grooming Supplies
1179	1123.0	adproduct	Hair Care	Consumer Packaged Goods	Hair Care		Hair Care | Consumer Packaged Goods | Hair Care
1180	1179.0	adproduct	Hair Accessories	Consumer Packaged Goods	Hair Care	Hair Accessories	Hair Accessories | Consumer Packaged Goods | Hair Care | Hair Accessories
1181	1179.0	adproduct	Hair Coloring	Consumer Packaged Goods	Hair Care	Hair Coloring	Hair Coloring | Consumer Packaged Goods | Hair Care | Hair Coloring
1182	1179.0	adproduct	Hair Conditioner	Consumer Packaged Goods	Hair Care	Hair Conditioner	Hair Conditioner | Consumer Packaged Goods | Hair Care | Hair Conditioner
1183	1179.0	adproduct	Hair Growth Products	Consumer Packaged Goods	Hair Care	Hair Growth Products	Hair Growth Products | Consumer Packaged Goods | Hair Care | Hair Growth Products
1184	1179.0	adproduct	Hair Spray/Spritz	Consumer Packaged Goods	Hair Care	Hair Spray/Spritz	Hair Spray/Spritz | Consumer Packaged Goods | Hair Care | Hair Spray/Spritz
1185	1179.0	adproduct	Hair Styling Gel/Mousse	Consumer Packaged Goods	Hair Care	Hair Styling Gel/Mousse	Hair Styling Gel/Mousse | Consumer Packaged Goods | Hair Care | Hair Styling Gel/Mousse
1186	1179.0	adproduct	Home Permanent/Relaxer Kits	Consumer Packaged Goods	Hair Care	Home Permanent/Relaxer Kits	Home Permanent/Relaxer Kits | Consumer Packaged Goods | Hair Care | Home Permanent/Relaxer Kits
1187	1179.0	adproduct	Shampoo	Consumer Packaged Goods	Hair Care	Shampoo	Shampoo | Consumer Packaged Goods | Hair Care | Shampoo
1188	1123.0	adproduct	HFSS Products [High Fat, Sugar, Salt]	Consumer Packaged Goods	HFSS Products [High Fat, Sugar, Salt]		HFSS Products [High Fat, Sugar, Salt] | Consumer Packaged Goods | HFSS Products [High Fat, Sugar, Salt]
1189	1123.0	adproduct	Home Care	Consumer Packaged Goods	Home Care		Home Care | Consumer Packaged Goods | Home Care
1190	1189.0	adproduct	Household Cleaning	Consumer Packaged Goods	Home Care	Household Cleaning	Household Cleaning | Consumer Packaged Goods | Home Care | Household Cleaning
1191	1189.0	adproduct	Laundry	Consumer Packaged Goods	Home Care	Laundry	Laundry | Consumer Packaged Goods | Home Care | Laundry
1192	1123.0	adproduct	Hosiery	Consumer Packaged Goods	Hosiery		Hosiery | Consumer Packaged Goods | Hosiery
1193	1192.0	adproduct	Pantyhose/Nylons	Consumer Packaged Goods	Hosiery	Pantyhose/Nylons	Pantyhose/Nylons | Consumer Packaged Goods | Hosiery | Pantyhose/Nylons
1194	1192.0	adproduct	Socks	Consumer Packaged Goods	Hosiery	Socks	Socks | Consumer Packaged Goods | Hosiery | Socks
