Unique ID	Parent	taxonomy type	Name	Tier 1	Tier 2	Tier 3	Tier 4	Extension	Podcast Genres	CTV Genres	condensed_name_full
481	473	content	Sales and Promotions	Shopping	Sales and Promotions						Sales and Promotions | Shopping | Sales and Promotions |  |  |
483		content	Sports	Sports					Sports	Sports	Sports | Sports |  |  |  | Sports | Sports
484	483	content	American Football	Sports	American Football				Football		American Football | Sports | American Football |  |  | Football
507	483	content	Australian Rules Football	Sports	Australian Rules Football						Australian Rules Football | Sports | Australian Rules Football |  |  |
518	483	content	Auto Racing	Sports	Auto Racing			SCD			Auto Racing | Sports | Auto Racing |  |  |
519	518	content	Motorcycle Sports	Sports	Auto Racing	Motorcycle Sports					Motorcycle Sports | Sports | Auto Racing | Motorcycle Sports |  |
534	483	content	Badminton	Sports	Badminton						Badminton | Sports | Badminton |  |  |
545	483	content	Baseball	Sports	Baseball				Baseball		Baseball | Sports | Baseball |  |  | Baseball
547	483	content	Basketball	Sports	Basketball				Basketball		Basketball | Sports | Basketball |  |  | Basketball
548	483	content	Beach Volleyball	Sports	Beach Volleyball						Beach Volleyball | Sports | Beach Volleyball |  |  |
549	483	content	Bodybuilding	Sports	Bodybuilding						Bodybuilding | Sports | Bodybuilding |  |  |
550	483	content	Bowling	Sports	Bowling						Bowling | Sports | Bowling |  |  |
485	483	content	Boxing	Sports	Boxing						Boxing | Sports | Boxing |  |  |
486	483	content	Cheerleading	Sports	Cheerleading						Cheerleading | Sports | Cheerleading |  |  |
487	483	content	College Sports	Sports	College Sports						College Sports | Sports | College Sports |  |  |
490	487	content	College Baseball	Sports	College Sports	College Baseball					College Baseball | Sports | College Sports | College Baseball |  |
489	487	content	College Basketball	Sports	College Sports	College Basketball					College Basketball | Sports | College Sports | College Basketball |  |
488	487	content	College Football	Sports	College Sports	College Football					College Football | Sports | College Sports | College Football |  |
491	483	content	Cricket	Sports	Cricket				Cricket		Cricket | Sports | Cricket |  |  | Cricket
492	483	content	Cycling	Sports	Cycling						Cycling | Sports | Cycling |  |  |
493	483	content	Darts	Sports	Darts						Darts | Sports | Darts |  |  |
494	483	content	Disabled Sports	Sports	Disabled Sports						Disabled Sports | Sports | Disabled Sports |  |  |
495	483	content	Diving	Sports	Diving						Diving | Sports | Diving |  |  |
496	483	content	Equine Sports	Sports	Equine Sports						Equine Sports | Sports | Equine Sports |  |  |
497	483	content	Horse Racing	Sports	Equine Sports	Horse Racing					Horse Racing | Sports | Equine Sports | Horse Racing |  |
498	483	content	Extreme Sports	Sports	Extreme Sports						Extreme Sports | Sports | Extreme Sports |  |  |
499	498	content	Canoeing and Kayaking	Sports	Extreme Sports	Canoeing and Kayaking					Canoeing and Kayaking | Sports | Extreme Sports | Canoeing and Kayaking |  |
500	498	content	Climbing	Sports	Extreme Sports	Climbing					Climbing | Sports | Extreme Sports | Climbing |  |
501	498	content	Paintball	Sports	Extreme Sports	Paintball					Paintball | Sports | Extreme Sports | Paintball |  |
502	498	content	Scuba Diving	Sports	Extreme Sports	Scuba Diving					Scuba Diving | Sports | Extreme Sports | Scuba Diving |  |
503	498	content	Skateboarding	Sports	Extreme Sports	Skateboarding					Skateboarding | Sports | Extreme Sports | Skateboarding |  |
504	498	content	Snowboarding	Sports	Extreme Sports	Snowboarding					Snowboarding | Sports | Extreme Sports | Snowboarding |  |
505	498	content	Surfing and Bodyboarding	Sports	Extreme Sports	Surfing and Bodyboarding					Surfing and Bodyboarding | Sports | Extreme Sports | Surfing and Bodyboarding |  |
506	498	content	Waterskiing and Wakeboarding	Sports	Extreme Sports	Waterskiing and Wakeboarding					Waterskiing and Wakeboarding | Sports | Extreme Sports | Waterskiing and Wakeboarding |  |
508	483	content	Fantasy Sports	Sports	Fantasy Sports				Fantasy Sports		Fantasy Sports | Sports | Fantasy Sports |  |  | Fantasy Sports
509	483	content	Field Hockey	Sports	Field Hockey						Field Hockey | Sports | Field Hockey |  |  |
510	483	content	Figure Skating	Sports	Figure Skating						Figure Skating | Sports | Figure Skating |  |  |
511	483	content	Fishing Sports	Sports	Fishing Sports						Fishing Sports | Sports | Fishing Sports |  |  |
512	483	content	Golf	Sports	Golf				Golf		Golf | Sports | Golf |  |  | Golf
513	483	content	Gymnastics	Sports	Gymnastics						Gymnastics | Sports | Gymnastics |  |  |
514	483	content	Hunting and Shooting	Sports	Hunting and Shooting						Hunting and Shooting | Sports | Hunting and Shooting |  |  |
515	483	content	Ice Hockey	Sports	Ice Hockey				Hockey		Ice Hockey | Sports | Ice Hockey |  |  | Hockey
516	483	content	Inline Skating	Sports	Inline Skating						Inline Skating | Sports | Inline Skating |  |  |
517	483	content	Lacrosse	Sports	Lacrosse						Lacrosse | Sports | Lacrosse |  |  |
520	483	content	Martial Arts	Sports	Martial Arts						Martial Arts | Sports | Martial Arts |  |  |
521	483	content	Olympic Sports	Sports	Olympic Sports						Olympic Sports | Sports | Olympic Sports |  |  |
522	521	content	Summer Olympic Sports	Sports	Olympic Sports	Summer Olympic Sports					Summer Olympic Sports | Sports | Olympic Sports | Summer Olympic Sports |  |
523	521	content	Winter Olympic Sports	Sports	Olympic Sports	Winter Olympic Sports					Winter Olympic Sports | Sports | Olympic Sports | Winter Olympic Sports |  |
524	483	content	Poker and Professional Gambling	Sports	Poker and Professional Gambling						Poker and Professional Gambling | Sports | Poker and Professional Gambling |  |  |
525	483	content	Rodeo	Sports	Rodeo						Rodeo | Sports | Rodeo |  |  |
526	483	content	Rowing	Sports	Rowing						Rowing | Sports | Rowing |  |  |
527	483	content	Rugby	Sports	Rugby				Rugby		Rugby | Sports | Rugby |  |  | Rugby
528	527	content	Rugby League	Sports	Rugby	Rugby League					Rugby League | Sports | Rugby | Rugby League |  |
529	527	content	Rugby Union	Sports	Rugby	Rugby Union					Rugby Union | Sports | Rugby | Rugby Union |  |
530	483	content	Sailing	Sports	Sailing						Sailing | Sports | Sailing |  |  |
531	483	content	Skiing	Sports	Skiing						Skiing | Sports | Skiing |  |  |
532	483	content	Snooker/Pool/Billiards	Sports	Snooker/Pool/Billiards						Snooker/Pool/Billiards | Sports | Snooker/Pool/Billiards |  |  |
533	483	content	Soccer	Sports	Soccer				Soccer		Soccer | Sports | Soccer |  |  | Soccer
535	483	content	Softball	Sports	Softball						Softball | Sports | Softball |  |  |
551	483	content	Sports Equipment	Sports	Sports Equipment						Sports Equipment | Sports | Sports Equipment |  |  |
536	483	content	Squash	Sports	Squash						Squash | Sports | Squash |  |  |
537	483	content	Swimming	Sports	Swimming				Swimming		Swimming | Sports | Swimming |  |  | Swimming
538	483	content	Table Tennis	Sports	Table Tennis						Table Tennis | Sports | Table Tennis |  |  |
539	483	content	Tennis	Sports	Tennis				Tennis		Tennis | Sports | Tennis |  |  | Tennis
540	483	content	Track and Field	Sports	Track and Field						Track and Field | Sports | Track and Field |  |  |
541	483	content	Volleyball	Sports	Volleyball				Volleyball		Volleyball | Sports | Volleyball |  |  | Volleyball
542	483	content	Walking	Sports	Walking						Walking | Sports | Walking |  |  |
543	483	content	Water Polo	Sports	Water Polo						Water Polo | Sports | Water Polo |  |  |
544	483	content	Weightlifting	Sports	Weightlifting						Weightlifting | Sports | Weightlifting |  |  |
546	483	content	Wrestling	Sports	Wrestling				Wrestling		Wrestling | Sports | Wrestling |  |  | Wrestling
552		content	Style & Fashion	Style & Fashion					Fashion & Beauty		Style & Fashion | Style & Fashion |  |  |  | Fashion & Beauty
553	552	content	Beauty	Style & Fashion	Beauty						Beauty | Style & Fashion | Beauty |  |  |
554	553	content	Hair Care	Style & Fashion	Beauty	Hair Care					Hair Care | Style & Fashion | Beauty | Hair Care |  |
555	553	content	Makeup and Accessories	Style & Fashion	Beauty	Makeup and Accessories					Makeup and Accessories | Style & Fashion | Beauty | Makeup and Accessories |  |
556	553	content	Nail Care	Style & Fashion	Beauty	Nail Care					Nail Care | Style & Fashion | Beauty | Nail Care |  |
557	553	content	Natural and Organic Beauty	Style & Fashion	Beauty	Natural and Organic Beauty					Natural and Organic Beauty | Style & Fashion | Beauty | Natural and Organic Beauty |  |
558	553	content	Perfume and Fragrance	Style & Fashion	Beauty	Perfume and Fragrance					Perfume and Fragrance | Style & Fashion | Beauty | Perfume and Fragrance |  |
559	553	content	Skin Care	Style & Fashion	Beauty	Skin Care					Skin Care | Style & Fashion | Beauty | Skin Care |  |
574	552	content	Body Art	Style & Fashion	Body Art						Body Art | Style & Fashion | Body Art |  |  |
575	552	content	Children's Clothing	Style & Fashion	Children's Clothing						Children's Clothing | Style & Fashion | Children's Clothing |  |  |
576	552	content	Designer Clothing	Style & Fashion	Designer Clothing						Designer Clothing | Style & Fashion | Designer Clothing |  |  |
577	552	content	Fashion Trends	Style & Fashion	Fashion Trends						Fashion Trends | Style & Fashion | Fashion Trends |  |  |
578	552	content	High Fashion	Style & Fashion	High Fashion						High Fashion | Style & Fashion | High Fashion |  |  |
579	552	content	Men's Fashion	Style & Fashion	Men's Fashion						Men's Fashion | Style & Fashion | Men's Fashion |  |  |
580	579	content	Men's Accessories	Style & Fashion	Men's Fashion	Men's Accessories					Men's Accessories | Style & Fashion | Men's Fashion | Men's Accessories |  |
581	580	content	Men's Jewelry and Watches	Style & Fashion	Men's Fashion	Men's Accessories	Men's Jewelry and Watches				Men's Jewelry and Watches | Style & Fashion | Men's Fashion | Men's Accessories | Men's Jewelry and Watches |
582	579	content	Men's Clothing	Style & Fashion	Men's Fashion	Men's Clothing					Men's Clothing | Style & Fashion | Men's Fashion | Men's Clothing |  |
583	582	content	Men's Business Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Business Wear				Men's Business Wear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Business Wear |
584	582	content	Men's Casual Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Casual Wear				Men's Casual Wear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Casual Wear |
585	582	content	Men's Formal Wear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Formal Wear				Men's Formal Wear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Formal Wear |
586	582	content	Men's Outerwear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Outerwear				Men's Outerwear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Outerwear |
587	582	content	Men's Sportswear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Sportswear				Men's Sportswear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Sportswear |
588	582	content	Men's Underwear and Sleepwear	Style & Fashion	Men's Fashion	Men's Clothing	Men's Underwear and Sleepwear				Men's Underwear and Sleepwear | Style & Fashion | Men's Fashion | Men's Clothing | Men's Underwear and Sleepwear |
589	579	content	Men's Shoes and Footwear	Style & Fashion	Men's Fashion	Men's Shoes and Footwear					Men's Shoes and Footwear | Style & Fashion | Men's Fashion | Men's Shoes and Footwear |  |
590	552	content	Personal Care	Style & Fashion	Personal Care						Personal Care | Style & Fashion | Personal Care |  |  |
591	590	content	Bath and Shower	Style & Fashion	Personal Care	Bath and Shower					Bath and Shower | Style & Fashion | Personal Care | Bath and Shower |  |
592	590	content	Deodorant and Antiperspirant	Style & Fashion	Personal Care	Deodorant and Antiperspirant					Deodorant and Antiperspirant | Style & Fashion | Personal Care | Deodorant and Antiperspirant |  |
593	590	content	Oral care	Style & Fashion	Personal Care	Oral care					Oral care | Style & Fashion | Personal Care | Oral care |  |
594	590	content	Shaving	Style & Fashion	Personal Care	Shaving					Shaving | Style & Fashion | Personal Care | Shaving |  |
595	552	content	Street Style	Style & Fashion	Street Style						Street Style | Style & Fashion | Street Style |  |  |
560	552	content	Women's Fashion	Style & Fashion	Women's Fashion						Women's Fashion | Style & Fashion | Women's Fashion |  |  |
561	560	content	Women's Accessories	Style & Fashion	Women's Fashion	Women's Accessories					Women's Accessories | Style & Fashion | Women's Fashion | Women's Accessories |  |
562	561	content	Women's Glasses	Style & Fashion	Women's Fashion	Women's Accessories	Women's Glasses				Women's Glasses | Style & Fashion | Women's Fashion | Women's Accessories | Women's Glasses |
563	561	content	Women's Handbags and Wallets	Style & Fashion	Women's Fashion	Women's Accessories	Women's Handbags and Wallets				Women's Handbags and Wallets | Style & Fashion | Women's Fashion | Women's Accessories | Women's Handbags and Wallets |
564	561	content	Women's Hats and Scarves	Style & Fashion	Women's Fashion	Women's Accessories	Women's Hats and Scarves				Women's Hats and Scarves | Style & Fashion | Women's Fashion | Women's Accessories | Women's Hats and Scarves |
565	561	content	Women's Jewelry and Watches	Style & Fashion	Women's Fashion	Women's Accessories	Women's Jewelry and Watches				Women's Jewelry and Watches | Style & Fashion | Women's Fashion | Women's Accessories | Women's Jewelry and Watches |
566	560	content	Women's Clothing	Style & Fashion	Women's Fashion	Women's Clothing					Women's Clothing | Style & Fashion | Women's Fashion | Women's Clothing |  |
567	566	content	Women's Business Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Business Wear				Women's Business Wear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Business Wear |
568	566	content	Women's Casual Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Casual Wear				Women's Casual Wear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Casual Wear |
569	566	content	Women's Formal Wear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Formal Wear				Women's Formal Wear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Formal Wear |
570	566	content	Women's Intimates and Sleepwear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Intimates and Sleepwear				Women's Intimates and Sleepwear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Intimates and Sleepwear |
571	566	content	Women's Outerwear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Outerwear				Women's Outerwear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Outerwear |
572	566	content	Women's Sportswear	Style & Fashion	Women's Fashion	Women's Clothing	Women's Sportswear				Women's Sportswear | Style & Fashion | Women's Fashion | Women's Clothing | Women's Sportswear |
573	560	content	Women's Shoes and Footwear	Style & Fashion	Women's Fashion	Women's Shoes and Footwear					Women's Shoes and Footwear | Style & Fashion | Women's Fashion | Women's Shoes and Footwear |  |
596		content	Technology & Computing	Technology & Computing					Technology		Technology & Computing | Technology & Computing |  |  |  | Technology
597	596	content	Artificial Intelligence	Technology & Computing	Artificial Intelligence						Artificial Intelligence | Technology & Computing | Artificial Intelligence |  |  |
598	596	content	Augmented Reality	Technology & Computing	Augmented Reality						Augmented Reality | Technology & Computing | Augmented Reality |  |  |
599	596	content	Computing	Technology & Computing	Computing						Computing | Technology & Computing | Computing |  |  |
600	599	content	Computer Networking	Technology & Computing	Computing	Computer Networking					Computer Networking | Technology & Computing | Computing | Computer Networking |  |
601	599	content	Computer Peripherals	Technology & Computing	Computing	Computer Peripherals					Computer Peripherals | Technology & Computing | Computing | Computer Peripherals |  |
602	599	content	Computer Software and Applications	Technology & Computing	Computing	Computer Software and Applications					Computer Software and Applications | Technology & Computing | Computing | Computer Software and Applications |  |
603	602	content	3-D Graphics	Technology & Computing	Computing	Computer Software and Applications	3-D Graphics				3-D Graphics | Technology & Computing | Computing | Computer Software and Applications | 3-D Graphics |
608	602	content	Antivirus Software	Technology & Computing	Computing	Computer Software and Applications	Antivirus Software				Antivirus Software | Technology & Computing | Computing | Computer Software and Applications | Antivirus Software |
609	602	content	Browsers	Technology & Computing	Computing	Computer Software and Applications	Browsers				Browsers | Technology & Computing | Computing | Computer Software and Applications | Browsers |
610	602	content	Computer Animation	Technology & Computing	Computing	Computer Software and Applications	Computer Animation				Computer Animation | Technology & Computing | Computing | Computer Software and Applications | Computer Animation |
611	602	content	Databases	Technology & Computing	Computing	Computer Software and Applications	Databases				Databases | Technology & Computing | Computing | Computer Software and Applications | Databases |
612	602	content	Desktop Publishing	Technology & Computing	Computing	Computer Software and Applications	Desktop Publishing				Desktop Publishing | Technology & Computing | Computing | Computer Software and Applications | Desktop Publishing |
613	602	content	Digital Audio	Technology & Computing	Computing	Computer Software and Applications	Digital Audio				Digital Audio | Technology & Computing | Computing | Computer Software and Applications | Digital Audio |
WQC6HR	602	content	Maps & Navigation	Technology & Computing	Computing	Computer Software and Applications	Maps & Navigation				Maps & Navigation | Technology & Computing | Computing | Computer Software and Applications | Maps & Navigation |
614	602	content	Graphics Software	Technology & Computing	Computing	Computer Software and Applications	Graphics Software				Graphics Software | Technology & Computing | Computing | Computer Software and Applications | Graphics Software |
615	602	content	Operating Systems	Technology & Computing	Computing	Computer Software and Applications	Operating Systems				Operating Systems | Technology & Computing | Computing | Computer Software and Applications | Operating Systems |
604	602	content	Photo Editing Software	Technology & Computing	Computing	Computer Software and Applications	Photo Editing Software				Photo Editing Software | Technology & Computing | Computing | Computer Software and Applications | Photo Editing Software |
605	602	content	Shareware and Freeware	Technology & Computing	Computing	Computer Software and Applications	Shareware and Freeware				Shareware and Freeware | Technology & Computing | Computing | Computer Software and Applications | Shareware and Freeware |
606	602	content	Video Software	Technology & Computing	Computing	Computer Software and Applications	Video Software				Video Software | Technology & Computing | Computing | Computer Software and Applications | Video Software |
607	602	content	Web Conferencing	Technology & Computing	Computing	Computer Software and Applications	Web Conferencing				Web Conferencing | Technology & Computing | Computing | Computer Software and Applications | Web Conferencing |
616	599	content	Data Storage and Warehousing	Technology & Computing	Computing	Data Storage and Warehousing					Data Storage and Warehousing | Technology & Computing | Computing | Data Storage and Warehousing |  |
617	599	content	Desktops	Technology & Computing	Computing	Desktops					Desktops | Technology & Computing | Computing | Desktops |  |
618	599	content	Information and Network Security	Technology & Computing	Computing	Information and Network Security					Information and Network Security | Technology & Computing | Computing | Information and Network Security |  |
619	599	content	Internet	Technology & Computing	Computing	Internet					Internet | Technology & Computing | Computing | Internet |  |
620	619	content	Cloud Computing	Technology & Computing	Computing	Internet	Cloud Computing				Cloud Computing | Technology & Computing | Computing | Internet | Cloud Computing |
623	619	content	Email	Technology & Computing	Computing	Internet	Email				Email | Technology & Computing | Computing | Internet | Email |
624	619	content	Internet for Beginners	Technology & Computing	Computing	Internet	Internet for Beginners				Internet for Beginners | Technology & Computing | Computing | Internet | Internet for Beginners |
625	619	content	Internet of Things	Technology & Computing	Computing	Internet	Internet of Things				Internet of Things | Technology & Computing | Computing | Internet | Internet of Things |
626	619	content	IT and Internet Support	Technology & Computing	Computing	Internet	IT and Internet Support				IT and Internet Support | Technology & Computing | Computing | Internet | IT and Internet Support |
627	619	content	Search	Technology & Computing	Computing	Internet	Search				Search | Technology & Computing | Computing | Internet | Search |
628	619	content	Social Networking	Technology & Computing	Computing	Internet	Social Networking				Social Networking | Technology & Computing | Computing | Internet | Social Networking |
629	619	content	Web Design and HTML	Technology & Computing	Computing	Internet	Web Design and HTML				Web Design and HTML | Technology & Computing | Computing | Internet | Web Design and HTML |
621	619	content	Web Development	Technology & Computing	Computing	Internet	Web Development				Web Development | Technology & Computing | Computing | Internet | Web Development |
622	619	content	Web Hosting	Technology & Computing	Computing	Internet	Web Hosting				Web Hosting | Technology & Computing | Computing | Internet | Web Hosting |
630	599	content	Laptops	Technology & Computing	Computing	Laptops					Laptops | Technology & Computing | Computing | Laptops |  |
631	599	content	Programming Languages	Technology & Computing	Computing	Programming Languages					Programming Languages | Technology & Computing | Computing | Programming Languages |  |
632	596	content	Consumer Electronics	Technology & Computing	Consumer Electronics						Consumer Electronics | Technology & Computing | Consumer Electronics |  |  |
633	632	content	Cameras and Camcorders	Technology & Computing	Consumer Electronics	Cameras and Camcorders					Cameras and Camcorders | Technology & Computing | Consumer Electronics | Cameras and Camcorders |  |
634	632	content	Home Entertainment Systems	Technology & Computing	Consumer Electronics	Home Entertainment Systems					Home Entertainment Systems | Technology & Computing | Consumer Electronics | Home Entertainment Systems |  |
635	632	content	Smartphones	Technology & Computing	Consumer Electronics	Smartphones					Smartphones | Technology & Computing | Consumer Electronics | Smartphones |  |
636	632	content	Tablets and E-readers	Technology & Computing	Consumer Electronics	Tablets and E-readers					Tablets and E-readers | Technology & Computing | Consumer Electronics | Tablets and E-readers |  |
637	632	content	Wearable Technology	Technology & Computing	Consumer Electronics	Wearable Technology					Wearable Technology | Technology & Computing | Consumer Electronics | Wearable Technology |  |
638	596	content	Robotics	Technology & Computing	Robotics						Robotics | Technology & Computing | Robotics |  |  |
639	596	content	Virtual Reality	Technology & Computing	Virtual Reality						Virtual Reality | Technology & Computing | Virtual Reality |  |  |
653		content	Travel	Travel					Places & Travel		Travel | Travel |  |  |  | Places & Travel
654	653	content	Travel Accessories	Travel	Travel Accessories						Travel Accessories | Travel | Travel Accessories |  |  |
655	653	content	Travel Locations	Travel	Travel Locations						Travel Locations | Travel | Travel Locations |  |  |
656	655	content	Africa Travel	Travel	Travel Locations	Africa Travel					Africa Travel | Travel | Travel Locations | Africa Travel |  |
657	655	content	Asia Travel	Travel	Travel Locations	Asia Travel					Asia Travel | Travel | Travel Locations | Asia Travel |  |
658	655	content	Australia and Oceania Travel	Travel	Travel Locations	Australia and Oceania Travel					Australia and Oceania Travel | Travel | Travel Locations | Australia and Oceania Travel |  |
659	655	content	Europe Travel	Travel	Travel Locations	Europe Travel					Europe Travel | Travel | Travel Locations | Europe Travel |  |
660	655	content	North America Travel	Travel	Travel Locations	North America Travel					North America Travel | Travel | Travel Locations | North America Travel |  |
661	655	content	Polar Travel	Travel	Travel Locations	Polar Travel					Polar Travel | Travel | Travel Locations | Polar Travel |  |
662	655	content	South America Travel	Travel	Travel Locations	South America Travel					South America Travel | Travel | Travel Locations | South America Travel |  |
663	653	content	Travel Preparation and Advice	Travel	Travel Preparation and Advice						Travel Preparation and Advice | Travel | Travel Preparation and Advice |  |  |
664	653	content	Travel Type	Travel	Travel Type						Travel Type | Travel | Travel Type |  |  |
665	664	content	Adventure Travel	Travel	Travel Type	Adventure Travel					Adventure Travel | Travel | Travel Type | Adventure Travel |  |
672	664	content	Air Travel	Travel	Travel Type	Air Travel					Air Travel | Travel | Travel Type | Air Travel |  |
673	664	content	Beach Travel	Travel	Travel Type	Beach Travel					Beach Travel | Travel | Travel Type | Beach Travel |  |
674	664	content	Bed & Breakfasts	Travel	Travel Type	Bed & Breakfasts					Bed & Breakfasts | Travel | Travel Type | Bed & Breakfasts |  |
675	664	content	Budget Travel	Travel	Travel Type	Budget Travel					Budget Travel | Travel | Travel Type | Budget Travel |  |
676	664	content	Business Travel	Travel	Travel Type	Business Travel					Business Travel | Travel | Travel Type | Business Travel |  |
677	664	content	Camping	Travel	Travel Type	Camping					Camping | Travel | Travel Type | Camping |  |
678	664	content	Cruises	Travel	Travel Type	Cruises					Cruises | Travel | Travel Type | Cruises |  |
679	664	content	Day Trips	Travel	Travel Type	Day Trips					Day Trips | Travel | Travel Type | Day Trips |  |
666	664	content	Family Travel	Travel	Travel Type	Family Travel					Family Travel | Travel | Travel Type | Family Travel |  |
667	664	content	Honeymoons and Getaways	Travel	Travel Type	Honeymoons and Getaways					Honeymoons and Getaways | Travel | Travel Type | Honeymoons and Getaways |  |
668	664	content	Hotels and Motels	Travel	Travel Type	Hotels and Motels					Hotels and Motels | Travel | Travel Type | Hotels and Motels |  |
669	664	content	Rail Travel	Travel	Travel Type	Rail Travel					Rail Travel | Travel | Travel Type | Rail Travel |  |
670	664	content	Road Trips	Travel	Travel Type	Road Trips					Road Trips | Travel | Travel Type | Road Trips |  |
671	664	content	Spas	Travel	Travel Type	Spas					Spas | Travel | Travel Type | Spas |  |
680		content	Video Gaming	Video Gaming					Video Games	Gaming	Video Gaming | Video Gaming |  |  |  | Video Games | Gaming
681	680	content	Console Games	Video Gaming	Console Games						Console Games | Video Gaming | Console Games |  |  |
682	680	content	eSports	Video Gaming	eSports						eSports | Video Gaming | eSports |  |  |
683	680	content	Mobile Games	Video Gaming	Mobile Games						Mobile Games | Video Gaming | Mobile Games |  |  |
684	680	content	PC Games	Video Gaming	PC Games						PC Games | Video Gaming | PC Games |  |  |
685	680	content	Video Game Genres	Video Gaming	Video Game Genres						Video Game Genres | Video Gaming | Video Game Genres |  |  |
686	685	content	Action Video Games	Video Gaming	Video Game Genres	Action Video Games					Action Video Games | Video Gaming | Video Game Genres | Action Video Games |  |
691	685	content	Action-Adventure Video Games	Video Gaming	Video Game Genres	Action-Adventure Video Games					Action-Adventure Video Games | Video Gaming | Video Game Genres | Action-Adventure Video Games |  |
MQ2XML	685	content	Adult Video Games	Video Gaming	Video Game Genres	Adult Video Games					Adult Video Games | Video Gaming | Video Game Genres | Adult Video Games |  |
692	685	content	Adventure Video Games	Video Gaming	Video Game Genres	Adventure Video Games					Adventure Video Games | Video Gaming | Video Game Genres | Adventure Video Games |  |
ZJG29S	685	content	Casino and Gambling Video Games	Video Gaming	Video Game Genres	Casino and Gambling Video Games					Casino and Gambling Video Games | Video Gaming | Video Game Genres | Casino and Gambling Video Games |  |
693	685	content	Casual Games	Video Gaming	Video Game Genres	Casual Games					Casual Games | Video Gaming | Video Game Genres | Casual Games |  |
694	685	content	Educational Video Games	Video Gaming	Video Game Genres	Educational Video Games					Educational Video Games | Video Gaming | Video Game Genres | Educational Video Games |  |
695	685	content	Exercise and Fitness Video Games	Video Gaming	Video Game Genres	Exercise and Fitness Video Games					Exercise and Fitness Video Games | Video Gaming | Video Game Genres | Exercise and Fitness Video Games |  |
VWGKS7	685	content	Family Video Games	Video Gaming	Video Game Genres	Family Video Games					Family Video Games | Video Gaming | Video Game Genres | Family Video Games |  |
II436J	685	content	Horror Video Games	Video Gaming	Video Game Genres	Horror Video Games					Horror Video Games | Video Gaming | Video Game Genres | Horror Video Games |  |
696	685	content	MMOs	Video Gaming	Video Game Genres	MMOs					MMOs | Video Gaming | Video Game Genres | MMOs |  |
697	685	content	Music and Party Video Games	Video Gaming	Video Game Genres	Music and Party Video Games					Music and Party Video Games | Video Gaming | Video Game Genres | Music and Party Video Games |  |
698	685	content	Puzzle Video Games	Video Gaming	Video Game Genres	Puzzle Video Games					Puzzle Video Games | Video Gaming | Video Game Genres | Puzzle Video Games |  |
VK7KD0	685	content	Racing Video Games	Video Gaming	Video Game Genres	Racing Video Games					Racing Video Games | Video Gaming | Video Game Genres | Racing Video Games |  |
687	685	content	Role-Playing Video Games	Video Gaming	Video Game Genres	Role-Playing Video Games					Role-Playing Video Games | Video Gaming | Video Game Genres | Role-Playing Video Games |  |
688	685	content	Simulation Video Games	Video Gaming	Video Game Genres	Simulation Video Games					Simulation Video Games | Video Gaming | Video Game Genres | Simulation Video Games |  |
689	685	content	Sports Video Games	Video Gaming	Video Game Genres	Sports Video Games					Sports Video Games | Video Gaming | Video Game Genres | Sports Video Games |  |
690	685	content	Strategy Video Games	Video Gaming	Video Game Genres	Strategy Video Games					Strategy Video Games | Video Gaming | Video Game Genres | Strategy Video Games |  |
389		content	War and Conflicts	War and Conflicts						War	War and Conflicts | War and Conflicts |  |  |  |  | War
